Time [s], X-Pos [m], Y-Pos [m], phi [rad], dX-Pos [m/s], dY-Pos [m/s], dphi [rad/s], Path Vel [m/s]
9.05,1.76251,0,0,0.2,0,0,0.2
9.1,1.77251,0,0,0.2,0,0,0.2
9.15,1.78251,0,0,0.2,0,0,0.2
9.2,1.79251,0,0,0.2,0,0,0.2
9.25,1.80251,0,0,0.2,0,0,0.2
9.3,1.81251,0,0,0.2,0,0,0.2
9.35,1.82251,0,0,0.2,0,0,0.2
9.4,1.83251,0,0,0.2,0,0,0.2
9.45,1.84251,0,0,0.2,0,0,0.2
9.5,1.85251,0,0,0.2,0,0,0.2
9.55,1.86251,0,0,0.2,0,0,0.2
9.6,1.87251,0,0,0.2,0,0,0.2
9.65,1.88251,0,0,0.2,0,0,0.2
9.7,1.89251,0,0,0.2,0,0,0.2
9.75,1.90251,0,0,0.2,0,0,0.2
9.8,1.91251,0,0,0.2,0,0,0.2
9.85,1.92251,0,0,0.2,0,0,0.2
9.9,1.93251,0,0,0.2,0,0,0.2
9.95,1.94251,0,0,0.2,0,0,0.2
10,1.95251,0,0,0.2,0,0,0.2
10.05,1.96251,0,0,0.2,0,0,0.2
10.1,1.97251,0,0,0.2,0,0,0.2
10.15,1.98251,0,0,0.2,0,0,0.2
10.2,1.99251,0,0,0.2,0,0,0.2
10.25,2.00251,0,0,0.2,0,0,0.2
10.3,2.01251,0,0,0.2,0,0,0.2
10.35,2.02251,0,0,0.2,0,0,0.2
10.4,2.03251,0,0,0.2,0,0,0.2
10.45,2.04251,0,0,0.2,0,0,0.2
10.5,2.05251,0,0,0.2,0,0,0.2
10.55,2.06251,0,0,0.2,0,0,0.2
10.6,2.07251,0,0,0.2,0,0,0.2
10.65,2.08251,0,0,0.2,0,0,0.2
10.7,2.09251,0,0,0.2,0,0,0.2
10.75,2.10251,0,0,0.2,0,0,0.2
10.8,2.11251,0,0,0.2,0,0,0.2
10.85,2.12251,0,0,0.2,0,0,0.2
10.9,2.13251,0,0,0.2,0,0,0.2
10.95,2.14251,0,0,0.2,0,0,0.2
11,2.15251,0,0,0.2,0,0,0.2
11.05,2.16251,0,0,0.2,0,0,0.2
11.1,2.17251,0,0,0.2,0,0,0.2
11.15,2.18251,0,0,0.2,0,0,0.2
11.2,2.19251,0,0,0.2,0,0,0.2
11.25,2.20251,0,0,0.2,0,0,0.2
11.3,2.21251,0,0,0.2,0,0,0.2
11.35,2.22251,0,0,0.2,0,0,0.2
11.4,2.23251,0,0,0.2,0,0,0.2
11.45,2.24251,0,0,0.2,0,0,0.2
11.5,2.25251,0,0,0.2,0,0,0.2
11.55,2.26251,0,0,0.2,0,0,0.2
11.6,2.27251,0,0,0.2,0,0,0.2
11.65,2.28251,0,0,0.2,0,0,0.2
11.7,2.29251,0,0,0.2,0,0,0.2
11.75,2.30251,0,0,0.2,0,0,0.2
